ticket_id,ai_suggested_reason,ai_theme,ai_confidence,ai_evidence_quote,ai_model,ai_run_id
TK-251706,WTY-BUYBACK,hardware_fault,n/a (rules),processed fr and raised rma for new set.,rules-baseline-v2,rules:note
TK-251708,LOST-TRANSIT,transit_lost,n/a (rules),1. ord not delivered 2. Checked AWB w/ courie,rules-baseline-v2,rules:note
TK-251720,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without order 2. asked for utr 3. rf,rules-baseline-v2,rules:note
TK-251723,CANCEL,customer_cancellation,n/a (rules),ticket raised for ord cancellation. cancelled before dispat,rules-baseline-v2,rules:note
TK-251724,CANCEL,customer_cancellation,n/a (rules),"rdered the wrong colour, don't ship it",rules-baseline-v2,rules:message
TK-251725,DUP-PAYMENT,payment_failure,n/a (rules),le placed on 25 mar. the page failed after i paid and now nothing shows in,rules-baseline-v2,rules:message
TK-251727,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund delay. checked refund status o,rules-baseline-v2,rules:note
TK-251729,DUP-PAYMENT,payment_failure,n/a (rules),re: charged twice | checked pg for duplica,rules-baseline-v2,rules:note
TK-251738,PRICE-ADJ,pricing_coupon,n/a (rules),re: discount not applied | chk cart eligibility -,rules-baseline-v2,rules:note
TK-251760,PRICE-ADJ,pricing_coupon,n/a (rules),Ticket raised for coupon not applied. chk cart el,rules-baseline-v2,rules:note
TK-251770,LOST-TRANSIT,transit_lost,n/a (rules),contact re dlvry delayed. chk awb w/ crr. full re,rules-baseline-v2,rules:note
TK-251777,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no ord 2. asked for utr 3. rfnd",rules-baseline-v2,rules:note
TK-251798,CANCEL,customer_cancellation,n/a (rules),refunded rs 400. issue: cancellation request. caneclled before dispat,rules-baseline-v2,rules:note
TK-251802,DUP-PAYMENT,payment_failure,n/a (rules),"Cx reported payment debited, no ord. Checked PG dashboard fo",rules-baseline-v2,rules:note
TK-251804,DUP-PAYMENT,payment_failure,n/a (rules),buds on 03-04-2026. card charged two times. I already waited a week,rules-baseline-v2,rules:message
TK-251806,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without order 2. chk pg dashboard fo,rules-baseline-v2,rules:note
TK-251809,RETURN-QC-OK,return_qc,n/a (rules),processed (552). issue: refund delay. checked refund status o,rules-baseline-v2,rules:note
TK-251812,DOA-REPL,transit_damage,n/a (rules),processed (1299). issue: transit damage. checked with courier fo,rules-baseline-v2,rules:note
TK-251817,CANCEL,customer_cancellation,n/a (rules),cx reached out - order cancellation. chk shipment status. rf,rules-baseline-v2,rules:note
TK-251818,GW-OTHER,service_recovery,medium,"repair completed, shipped back. -- refunded and also raised replacement, cx was very upset",claude-opus-5,tier2
TK-251821,RETURN-QC-OK,return_qc,n/a (rules),1. Refund not credited 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-251823,CANCEL,customer_cancellation,n/a (rules),Cx says ord cancellation. chk shipment status. Fu,rules-baseline-v2,rules:note
TK-251826,DUP-PAYMENT,payment_failure,n/a (rules),customer reached out - charged twice. chk pg for duplicate tx,rules-baseline-v2,rules:note
TK-251828,RETURN-QC-OK,return_qc,n/a (rules),arn shared w/ cx. issue: refund del,rules-baseline-v2,rules:note
TK-251831,RETURN-QC-OK,return_qc,n/a (rules),Contact re rfnd delay. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-251837,RETURN-QC-OK,return_qc,n/a (rules),wrong variant received | verified orde,rules-baseline-v2,rules:note
TK-251840,LOST-TRANSIT,transit_lost,n/a (rules),"nt not received. Checked AWB with courier. RTO confirmed, reshippe",rules-baseline-v2,rules:note
TK-251842,LOST-TRANSIT,transit_lost,n/a (rules),Ticket raised for shipment not rcvd. Checked AWB with crr. F,rules-baseline-v2,rules:note
TK-251849,WTY-BUYBACK,hardware_fault,medium,Issue: static noise in audio. chk with different source,claude-opus-5,tier2
TK-251853,RETURN-QC-OK,return_qc,n/a (rules),Ticket raised for pickup missed. Checked pickup AWB. Ref,rules-baseline-v2,rules:note
TK-251856,DUP-PAYMENT,payment_failure,n/a (rules),d 02 Apr from Flipkart.  Double payment deducted. I waited a wee,rules-baseline-v2,rules:message
TK-251857,RETURN-QC-OK,return_qc,n/a (rules),processed (2974). issue: wrong variant received. verified ord v,rules-baseline-v2,rules:note
TK-251860,DOA-REPL,transit_damage,n/a (rules),5-7 working days. Issue: damaged in transit. Checked with courier fo,rules-baseline-v2,rules:note
TK-251863,CANCEL,customer_cancellation,n/a (rules),"please cancel, ordered by mistake. vr8",rules-baseline-v2,rules:message
TK-251865,WTY-BUYBACK,hardware_fault,n/a (rules),Strap damage 2. Checked wty eligibility 3. Refunded,rules-baseline-v2,rules:note
TK-251866,RETURN-QC-OK,return_qc,n/a (rules),Cx says refund pending. chk refund status on PG,rules-baseline-v2,rules:note
TK-251873,WTY-BUYBACK,hardware_fault,n/a (rules),left bud not charging | asked cx to clean char,rules-baseline-v2,rules:note
TK-251880,WTY-BUYBACK,hardware_fault,n/a (rules),cx reported single side audio only. asked cx to check,rules-baseline-v2,rules:note
TK-251900,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: rfnd pending. chk reverse pkp qc stat,rules-baseline-v2,rules:note
TK-251905,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no ord 2. confirmed w/ payment",rules-baseline-v2,rules:note
TK-251908,PRICE-ADJ,pricing_coupon,n/a (rules),1. coupon not applied 2. checked c,rules-baseline-v2,rules:note
TK-251925,RETURN-QC-OK,return_qc,n/a (rules),Refunded Rs 180. Issue: refund pending. Checked reverse pickup,rules-baseline-v2,rules:note
TK-251928,RETURN-QC-OK,return_qc,n/a (rules),Contact re wrong item delivered. Verified orde,rules-baseline-v2,rules:note
TK-251939,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd not credited 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-251940,CANCEL,customer_cancellation,n/a (rules),issue: ord cancellation | chk shipmennt status -,rules-baseline-v2,rules:note
TK-251952,GW-OTHER,service_recovery,n/a (rules),"also raised replacement, cx was very upset.",rules-baseline-v2,rules:note
TK-251954,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. checked rfnd status o,rules-baseline-v2,rules:note
TK-251955,DUP-PAYMENT,payment_failure,n/a (rules),"Ticket raised for payment debited, no ord. chk PG dashboard for tx",rules-baseline-v2,rules:note
TK-251959,PRICE-ADJ,pricing_coupon,n/a (rules),5-7 working days. Issue: discount not applied. Checked cart eligibilit,rules-baseline-v2,rules:note
TK-251965,RETURN-QC-OK,return_qc,n/a (rules),1. Pickup missed 2. Re-raised pickup with,rules-baseline-v2,rules:note
TK-251970,PRICE-ADJ,pricing_coupon,n/a (rules),1. Discount not applied 2. Checked coupon validi,rules-baseline-v2,rules:note
TK-251988,CANCEL,customer_cancellation,n/a (rules),re: cancellation request | checked shipment statu,rules-baseline-v2,rules:note
TK-251991,LOST-TRANSIT,transit_lost,n/a (rules),Customer reached out - dlvry delayed. Raised ticket w/ crr pa,rules-baseline-v2,rules:note
TK-251996,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. Issue: refund pending. Checked reverse pkp QC,rules-baseline-v2,rules:note
TK-252004,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: refund pending. chk refund status on pg,rules-baseline-v2,rules:note
TK-252010,LOST-TRANSIT,transit_lost,n/a (rules),d from warehouse. Issue: order not delivered. Confirmed address with,rules-baseline-v2,rules:note
TK-252020,RETURN-QC-OK,return_qc,n/a (rules),Cx says pkp not done. Checked pkp AWB. Refund,rules-baseline-v2,rules:note
TK-252024,LOST-TRANSIT,transit_lost,n/a (rules),1. dlvry delayed 2. Raised ticket with co,rules-baseline-v2,rules:note
TK-252029,DOA-REPL,transit_damage,n/a (rules),1. Damaged in transit 2. chk w/ courier for da,rules-baseline-v2,rules:note
TK-252031,RETURN-QC-OK,return_qc,n/a (rules),1. Wrong item delivered 2. Raised with,rules-baseline-v2,rules:note
TK-252034,WTY-BUYBACK,hardware_fault,n/a (rules),ssed (2124). issue: case not charging. confirmed case led dead,rules-baseline-v2,rules:note
TK-252060,RETURN-QC-OK,return_qc,n/a (rules),Cx says rnfd delay. chk reverse pickup QC status. rfnd reproces,rules-baseline-v2,rules:note
TK-252063,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. Issue: incorrect product shipped. Verified ord vs deliver,rules-baseline-v2,rules:note
TK-252071,RETURN-QC-OK,return_qc,n/a (rules),Cx reported wrong item delivered. Verified orde,rules-baseline-v2,rules:note
TK-252073,CANCEL,customer_cancellation,n/a (rules),cx reported cancellation request. cancelled before dispat,rules-baseline-v2,rules:note
TK-252076,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. chk reverse pkp QC st,rules-baseline-v2,rules:note
TK-252081,RETURN-QC-OK,return_qc,n/a (rules),processed (6499). issue: refund delay. chk reverse pkp qc stat,rules-baseline-v2,rules:note
TK-252082,WTY-BUYBACK,hardware_fault,n/a (rules),1. Single side audio only 2. Asked cx to chec,rules-baseline-v2,rules:note
TK-252087,DUP-PAYMENT,payment_failure,n/a (rules),Customer reached out - failed order after payment. Confirmed with payment,rules-baseline-v2,rules:note
TK-252097,WTY-BUYBACK,hardware_fault,n/a (rules),e app just shows a white screen,rules-baseline-v2,rules:message
TK-252099,DUP-PAYMENT,payment_failure,n/a (rules),contact re failed order after payment. confirmed with payment,rules-baseline-v2,rules:note
TK-252112,RETURN-QC-OK,return_qc,n/a (rules),Cx reported rfnd not credited. Checked rfnd status on,rules-baseline-v2,rules:note
TK-252116,CANCEL,customer_cancellation,n/a (rules),"rdered the wrong colour, don't ship it. Please resolve asap. Aw",rules-baseline-v2,rules:message
TK-252118,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. Issue: pkp missed. Re-raised pkp w/ crr. (,rules-baseline-v2,rules:note
TK-252119,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. Issue: refund delay. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-252125,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. chk pg for duplicate,rules-baseline-v2,rules:note
TK-252135,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 630. issue: pickup not done. checked pickup awb. via,rules-baseline-v2,rules:note
TK-252137,WTY-BUYBACK,hardware_fault,n/a (rules),1. warranty claim status 2. followed,rules-baseline-v2,rules:note
TK-252146,RETURN-QC-OK,return_qc,n/a (rules),1. refund pending 2. chk refund status on,rules-baseline-v2,rules:note
TK-252158,LOST-TRANSIT,transit_lost,n/a (rules),Cust contacted re dlvry delayed. Raised ticket with cour,rules-baseline-v2,rules:note
TK-252168,GW-OTHER,service_recovery,high,"Repair completed, shipped back. -- Cx got the amount back, also sending a new set",claude-opus-5,tier2
TK-252170,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 1619. issue: rfnd not credited. chk reverse pickup qc s,rules-baseline-v2,rules:note
TK-252173,WTY-BUYBACK,connectivity_firmware,n/a (rules),1. Pairing failure 2. Walked through for,rules-baseline-v2,rules:note
TK-252174,LOST-TRANSIT,transit_lost,n/a (rules),Cust contacted re ord not delivered. Raised ticket w/ crr pa,rules-baseline-v2,rules:note
TK-252181,DUP-PAYMENT,payment_failure,n/a (rules),4566) placed on 09 Apr.  Double payment deducted. I have waited,rules-baseline-v2,rules:message
TK-252185,DOA-REPL,transit_damage,n/a (rules),New unit shpped under DOA. Issue: no audio one sid,rules-baseline-v2,rules:note
TK-252188,DOA-REPL,transit_damage,n/a (rules),"1. Damaged in transit 2. Photos received, dama",rules-baseline-v2,rules:note
TK-252195,RETURN-QC-OK,return_qc,n/a (rules),Ticket raised for refund delay. Checked reund status on,rules-baseline-v2,rules:note
TK-252200,RETURN-QC-OK,return_qc,n/a (rules),Customer reached out - refund pending. Cecked reverse pkp QC s,rules-baseline-v2,rules:note
TK-252207,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd not credited 2. Checked rfnd status o,rules-baseline-v2,rules:note
TK-252212,WTY-BUYBACK,hardware_fault,medium,one of them (left) never gets the green light in the case,claude-opus-5,tier2
TK-252214,PRICE-ADJ,pricing_coupon,n/a (rules),Reported: discount not applied. chk coupon validity. rf,rules-baseline-v2,rules:note
TK-252215,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: incorrect product shipped. raised with warehouse.,rules-baseline-v2,rules:note
TK-252230,CANCEL,customer_cancellation,n/a (rules),1. Cancellation request 2. chk shipment status 3,rules-baseline-v2,rules:note
TK-252233,DUP-PAYMENT,payment_failure,n/a (rules),Cust contacted re amount deducted without ord. Confirmed w/ payment ga,rules-baseline-v2,rules:note
TK-252235,RETURN-QC-OK,return_qc,n/a (rules),[IVR transcript] pickup scheduled but no one showed up,rules-baseline-v2,rules:message
TK-252243,WTY-BUYBACK,hardware_fault,n/a (rules),re: left bud not charging | conf fw 1.6.3 -> full,rules-baseline-v2,rules:note
TK-252245,RETURN-QC-OK,return_qc,n/a (rules),Cx reported pkp missed. Re-raised pkp with cour,rules-baseline-v2,rules:note
TK-252260,WTY-BUYBACK,connectivity_firmware,n/a (rules),"issue. chk app version. fw update, rslvd. | replacement wa",rules-baseline-v2,rules:note
TK-252262,DUP-PAYMENT,payment_failure,n/a (rules),"Diwali, order VR883505. two entries of Rs 1799 on my statement for",rules-baseline-v2,rules:message
TK-252264,DUP-PAYMENT,payment_failure,n/a (rules),duplicate refunded to source. issue: charge,rules-baseline-v2,rules:note
TK-252280,CANCEL,customer_cancellation,n/a (rules),refunded rs 3149. issue: cancel ord. chk shipment status. //,rules-baseline-v2,rules:note
TK-252281,LOST-TRANSIT,transit_lost,n/a (rules),d from warehouse. Issue: order not delivered. Raised ticket with crr,rules-baseline-v2,rules:note
TK-252291,CANCEL,customer_cancellation,n/a (rules),", adv RTO/return. Issue: ord cancellation. Cancelled before dispat",rules-baseline-v2,rules:note
TK-252297,PRICE-ADJ,pricing_coupon,n/a (rules),1. Discount not applied 2. chk cart eligibilitty,rules-baseline-v2,rules:note
TK-252303,CANCEL,customer_cancellation,n/a (rules),1. cancel order 2. cancelled before di,rules-baseline-v2,rules:note
TK-252308,LOST-TRANSIT,transit_lost,n/a (rules),cust contacted re ord not delivered. chk awb with courier. r,rules-baseline-v2,rules:note
TK-252314,PRICE-ADJ,pricing_coupon,n/a (rules),ouupon not applied | chk cart eligibility -> refunded rs 179,rules-baseline-v2,rules:note
TK-252326,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund delay. checked refund status o,rules-baseline-v2,rules:note
TK-252328,WTY-BUYBACK,connectivity_firmware,n/a (rules),"FW update, cx to monitor. Issue: c",rules-baseline-v2,rules:note
TK-252334,CANCEL,customer_cancellation,n/a (rules),tiated to source. Issue: cancel order. Cancelled before disp,rules-baseline-v2,rules:note
TK-252335,RETURN-QC-OK,return_qc,n/a (rules),arn shared with cx. issue: refund d,rules-baseline-v2,rules:note
TK-252346,RETURN-QC-OK,return_qc,n/a (rules),Cx reported refund pending. Cheked refund statsu on,rules-baseline-v2,rules:note
TK-252347,RETURN-QC-OK,return_qc,n/a (rules),Cx reported reverse pkp pending. Re-raised pkp w,rules-baseline-v2,rules:note
TK-252353,CANCEL,customer_cancellation,n/a (rules),Reported: cancellation request. chk shipment status. Fu,rules-baseline-v2,rules:note
TK-252357,RETURN-QC-OK,return_qc,n/a (rules),Cx says rfnd delay. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-252358,CANCEL,customer_cancellation,n/a (rules),Ticket raised for cancel order. Cancelled before disp,rules-baseline-v2,rules:note
TK-252359,RETURN-QC-OK,return_qc,n/a (rules),Cx reported refund pending. Cheked revese pickup QC,rules-baseline-v2,rules:note
TK-252364,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: rfnd not credited. checked reverse pkp qc,rules-baseline-v2,rules:note
TK-252370,DUP-PAYMENT,payment_failure,n/a (rules),ue: my bank says Rs 4999 went to you but your site says I have no orders Tried: tried logg,rules-baseline-v2,rules:message
TK-252384,DUP-PAYMENT,payment_failure,n/a (rules),5-7 working days. Issue: duplicate payment. Confirmed UTRs. [closed,rules-baseline-v2,rules:note
TK-252393,RETURN-QC-OK,return_qc,n/a (rules),Cx reported rfnd pending. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-252397,PRICE-ADJ,pricing_coupon,n/a (rules),re: discount not applied | checked cart eligibili,rules-baseline-v2,rules:note
TK-252400,RETURN-QC-OK,return_qc,n/a (rules),cx states refund delay. Checked reverse pickup,rules-baseline-v2,rules:note
TK-252404,RETURN-QC-OK,return_qc,n/a (rules),erse pickup pending. chk pickup AWB.,rules-baseline-v2,rules:note
TK-252405,DOA-REPL,transit_damage,n/a (rules),rchased: April 20 Issue: received damaged product Tried: refused n,rules-baseline-v2,rules:message
TK-252408,DOA-REPL,transit_damage,n/a (rules),"Reported: damaged in transit. Photos received, damage",rules-baseline-v2,rules:note
TK-252409,DUP-PAYMENT,payment_failure,n/a (rules),the pulse 2 earbuds. the page failed after i paid and now nothing shows in,rules-baseline-v2,rules:message
TK-252414,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without order 2. confirmed with paym,rules-baseline-v2,rules:note
TK-252415,DOA-REPL,transit_damage,n/a (rules),"orking days. issue: unit received damaged. photos received, damage",rules-baseline-v2,rules:note
TK-252416,CANCEL,customer_cancellation,n/a (rules),5) placed on 13-04-2026. cancel order vr898985. i have tried,rules-baseline-v2,rules:message
TK-252428,RETURN-QC-OK,return_qc,n/a (rules),1. reverse pickup pending 2. chk pickup aw,rules-baseline-v2,rules:note
TK-252437,DUP-PAYMENT,payment_failure,n/a (rules),"Cust contacted re payment debited, no ord. Asked for UTR. Flul rfn",rules-baseline-v2,rules:note
TK-252440,RETURN-QC-OK,return_qc,n/a (rules),Cx says rfnd pending. chk reverse pkp QC stat,rules-baseline-v2,rules:note
TK-252446,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pickup pending 2. Re-raised pic,rules-baseline-v2,rules:note
TK-252460,GW-OTHER,service_recovery,n/a (rules),d replacement dispatched as goodwill. [closed],rules-baseline-v2,rules:note
TK-252466,WTY-BUYBACK,connectivity_firmware,n/a (rules),"fw update, cx to monitor. issue: c",rules-baseline-v2,rules:note
TK-252470,RETURN-QC-OK,return_qc,n/a (rules),cx reached out - rfnd delay. chk rfnd status on pg.,rules-baseline-v2,rules:note
TK-252472,RETURN-QC-OK,return_qc,n/a (rules),atus follow-up | checked qc report -> refund of rs 2799 ini,rules-baseline-v2,rules:note
TK-252492,LOST-TRANSIT,transit_lost,n/a (rules),cust contacted re dlvry delayed. chk awb w/ crr. rfnd of,rules-baseline-v2,rules:note
TK-252505,CANCEL,customer_cancellation,n/a (rules),cancel order | cancelled before dis,rules-baseline-v2,rules:note
TK-252512,RETURN-QC-OK,return_qc,n/a (rules),Csut coontacted re refund pending. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-252513,RETURN-QC-OK,return_qc,n/a (rules),Cx reported rfnd pending. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-252514,WTY-BUYBACK,connectivity_firmware,n/a (rules),1. Pairing failure 2. Asked cx to reset,rules-baseline-v2,rules:note
TK-252517,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. confirmed utrs 3. ful,rules-baseline-v2,rules:note
TK-252531,RETURN-QC-OK,return_qc,n/a (rules),1. refund not credited 2. checked refund status,rules-baseline-v2,rules:note
TK-252532,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 3149. issue: refund pending. checked reverse pickup,rules-baseline-v2,rules:note
TK-252537,DUP-PAYMENT,payment_failure,n/a (rules),"payment debited, no ord | chk pg dashboard for t",rules-baseline-v2,rules:note
TK-252538,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. chk refund status on,rules-baseline-v2,rules:note
TK-252552,RETURN-QC-OK,return_qc,n/a (rules),exa 2 around Diwali. You picked up the item 21 days ago and my money,rules-baseline-v2,rules:message
TK-252563,CANCEL,customer_cancellation,n/a (rules),order cancellation | cancelled before dispa,rules-baseline-v2,rules:note
TK-252577,DUP-PAYMENT,payment_failure,n/a (rules),Cx reported double charge. conf UTRs. rfnd of Rs 2,rules-baseline-v2,rules:note
TK-252581,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund pending. checked refund status o,rules-baseline-v2,rules:note
TK-252590,DUP-PAYMENT,payment_failure,n/a (rules),cx: failed order after payment | chk pg dashboard for t,rules-baseline-v2,rules:note
TK-252599,DUP-PAYMENT,payment_failure,n/a (rules),LLite on 22-04-2026. The page failed after I paid and now nothing shosw in,rules-baseline-v2,rules:message
TK-252601,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pkp pending 2. chk pkp AWB 3,rules-baseline-v2,rules:note
TK-252603,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund pending. checked refund status o,rules-baseline-v2,rules:note
TK-252604,RETURN-QC-OK,return_qc,n/a (rules),arn shared with cx. issue: rfnd not,rules-baseline-v2,rules:note
TK-252627,LOST-TRANSIT,transit_lost,n/a (rules),ived. Raised ticket with courier partner. [closed],rules-baseline-v2,rules:note
TK-252629,DOA-REPL,transit_damage,n/a (rules),"5-7 working days. issue: damaged in transit. photos rcvd, damage con",rules-baseline-v2,rules:note
TK-252630,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. checked rfnd status o,rules-baseline-v2,rules:note
TK-252634,CANCEL,customer_cancellation,n/a (rules),1. cancellation request 2. checked shipment stat,rules-baseline-v2,rules:note
TK-252635,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no ord 2. asked for utr 3. full",rules-baseline-v2,rules:note
TK-252636,DUP-PAYMENT,payment_failure,n/a (rules),"payment debited, no order | checked pg dashboard",rules-baseline-v2,rules:note
TK-252641,RETURN-QC-OK,return_qc,n/a (rules),Cx reported reverse pickup pending. Checked pickup,rules-baseline-v2,rules:note
TK-252644,RETURN-QC-OK,return_qc,n/a (rules),contact re rfnd not credited. checked reverse pkp qc,rules-baseline-v2,rules:note
TK-252647,RETURN-QC-OK,return_qc,n/a (rules),Cust contacted re rfnd not credited. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-252660,WTY-BUYBACK,hardware_fault,medium,Issue: battery drining fast. chk usage pattern with cx,claude-opus-5,tier2
TK-252672,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd not credited 2. chk reverse pickup QC,rules-baseline-v2,rules:note
TK-252675,RETURN-QC-OK,return_qc,n/a (rules),a status qeury | checked qc report -> replacement approved,rules-baseline-v2,rules:note
TK-252678,RETURN-QC-OK,return_qc,n/a (rules),2 earbuds). Received the wrong item. I checked the invoice.,rules-baseline-v2,rules:message
TK-252680,CANCEL,customer_cancellation,n/a (rules),vised rto/return. issue: order cancellation. cancelled before dispat,rules-baseline-v2,rules:note
TK-252684,RETURN-QC-OK,return_qc,n/a (rules),arn shared with cx. issue: refund n,rules-baseline-v2,rules:note
TK-252689,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd pending 2. checked rfnd status o,rules-baseline-v2,rules:note
TK-252693,RETURN-QC-OK,return_qc,n/a (rules),cx states rfnd delay. chk reversse pikcup QC,rules-baseline-v2,rules:note
TK-252694,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd not credited 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-252699,WTY-BUYBACK,connectivity_firmware,n/a (rules),Ticket raised for pairing failure. Walked through forge,rules-baseline-v2,rules:note
TK-252700,RETURN-QC-OK,return_qc,n/a (rules),Reported: rfnd pending. Checked rfnd status on,rules-baseline-v2,rules:note
TK-252701,RETURN-QC-OK,return_qc,n/a (rules),Cx reported rfnd not credited. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-252702,DOA-REPL,transit_damage,n/a (rules),g Pulse earbuds. product arrived damaged. I already took photos.,rules-baseline-v2,rules:message
TK-252703,WTY-BUYBACK,hardware_fault,n/a (rules),spatched a new one under RMA. //MEE,rules-baseline-v2,rules:note
TK-252718,PRICE-ADJ,pricing_coupon,high,Discount was not applied at checkout,claude-opus-5,tier2
TK-252723,RETURN-QC-OK,return_qc,n/a (rules),Cx reported refund pending. Checked rfund status on,rules-baseline-v2,rules:note
TK-252726,WTY-BUYBACK,hardware_fault,n/a (rules),refunded rs 4499. issue: single side audio only. asked cx to check,rules-baseline-v2,rules:note
TK-252727,GW-OTHER,service_recovery,medium,resoled on cll. | Refunded. rplc request rejected as per policy,claude-opus-5,tier2
TK-252729,RETURN-QC-OK,return_qc,n/a (rules),rfnd reprocessed. issue: rfnd delay. chec,rules-baseline-v2,rules:note
TK-252735,DUP-PAYMENT,payment_failure,n/a (rules),"payment was deducted but no order was created, VR883334",rules-baseline-v2,rules:message
TK-252737,RETURN-QC-OK,return_qc,n/a (rules),5-7 working days. issue: refund delay. checked refund status o,rules-baseline-v2,rules:note
TK-252771,RETURN-QC-OK,return_qc,n/a (rules),duled for 12 may. issue: pickup not done. checked pickup awb. ref,rules-baseline-v2,rules:note
TK-252775,CANCEL,customer_cancellation,n/a (rules),", adv rto/return. issue: order cancellation. cancelled before dispat",rules-baseline-v2,rules:note
TK-252780,RETURN-QC-OK,return_qc,n/a (rules),refund reprocessed. issue: refund pending.,rules-baseline-v2,rules:note
TK-252788,DUP-PAYMENT,payment_failure,n/a (rules),two entries of rs 3499 on my statement for,rules-baseline-v2,rules:message
TK-252794,RETURN-QC-OK,return_qc,n/a (rules),Cx says rfnd pending. chk reverse picukp QC s,rules-baseline-v2,rules:note
TK-252845,DUP-PAYMENT,payment_failure,high,payment was deducted but no orrder was created,claude-opus-5,tier2
TK-252850,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: refund pending. chk refund status on pg,rules-baseline-v2,rules:note
TK-252865,DUP-PAYMENT,payment_failure,n/a (rules),1. double charge 2. conf utrs 3. rfnd app,rules-baseline-v2,rules:note
TK-252869,PRICE-ADJ,pricing_coupon,n/a (rules),1. promo code invalid 2. checked cart,rules-baseline-v2,rules:note
TK-252889,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no ord 2. chk pg dashboard for",rules-baseline-v2,rules:note
TK-252890,WTY-BUYBACK,connectivity_firmware,n/a (rules),Cust contacted re intermittent disconnects. Checked FW 1.1.1. Tran,rules-baseline-v2,rules:note
TK-252891,CANCEL,customer_cancellation,n/a (rules),issue: cancel order | cancelled before dis,rules-baseline-v2,rules:note
TK-252901,DUP-PAYMENT,payment_failure,n/a (rules),"paid via UPI, amount deducted, no order confirmation",rules-baseline-v2,rules:message
TK-252907,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pickup pending 2. chk pickup AW,rules-baseline-v2,rules:note
TK-252919,DUP-PAYMENT,payment_failure,n/a (rules),"re: payment debited, no order | asked for utr -> ref",rules-baseline-v2,rules:note
TK-252929,PRICE-ADJ,pricing_coupon,n/a (rules),pulse 2 buds on 29 apr. coupon code not working. i alre,rules-baseline-v2,rules:message
TK-252934,WTY-BUYBACK,connectivity_firmware,n/a (rules),hello bluetooth keps cutting out ??,rules-baseline-v2,rules:message
TK-252937,RETURN-QC-OK,return_qc,n/a (rules),Reported: reverse pickup pending. Re-raised picku,rules-baseline-v2,rules:note
TK-252950,DUP-PAYMENT,payment_failure,n/a (rules),1. failed order after payment 2. asked for utr 3. refu,rules-baseline-v2,rules:note
TK-252952,WTY-BUYBACK,hardware_fault,n/a (rules),-- processed fr & raised rma for new set.,rules-baseline-v2,rules:note
TK-252956,DUP-PAYMENT,payment_failure,n/a (rules),refunded rs 552. issue: amount deducted without order. confirmed with paymen,rules-baseline-v2,rules:note
TK-252965,DUP-PAYMENT,payment_failure,n/a (rules),cx reached out - duplicate payment. Checked PG for duplicat,rules-baseline-v2,rules:note
